Stock Name,Basic Industry,Sector,Company Name
SILVERTUC,Software Services,Information Technology,Silver Touch Technologies Limited
TORNTPHARM,Pharmaceuticals,Healthcare,Torrent Pharmaceuticals Limited
ZFCVINDIA,Auto Ancilaries,Auto,ZF Commercial Vehicle Control Systems India Limited
AVL,Speciality Retail,Consumer Services,Aditya Vision Limited
ATLANTAELE,Electrical - Power Equipment,Capital Goods,Atlanta Electricals Limited
ADVANCE,Agro chemicals,Chemicals,Advance Agrolife Limited
SHIVAUM,Trading - Metals,Metals & Mining,Shiv Aum Steels Limited
CHOLAHLDNG,Housing Finance,Financial Services,Cholamandalam Financial Holdings Limited
EIDPARRY,Sugar,FMCG,EID Parry India Limited
BBOX,Software Services,Information Technology,Black Box Limited
CIGNITITEC,Software Services,Information Technology,Cigniti Technologies Limited
FORTIS,Hospitals,Healthcare,Fortis Healthcare Limited
APEX,Agro Products,FMCG,Apex Frozen Foods Limited
IIFLCAPS,Investment Banking & Broking,Financial Services,IIFL Capital Services Limited
MAHSCOOTER,Auto Ancilaries,Auto,Maharashtra Scooters Limited
MUKANDLTD,Iron & Steel,Metals & Mining,Mukand Limited
SHAHALLOYS,Iron & Steel,Metals & Mining,Shah Alloys Limited
ORIENTCER,Metal Fabrication,Metals & Mining,ORIENT CERATECH LIMITED
KOTAKBANK,Private Banks,Financial Services,Kotak Mahindra Bank Limited
SALONA,Textiles,Textiles,Salona Cotspin Limited
PRESTIGE,Real Estate,Realty,Prestige Estates Projects Limited
MINDACORP,Auto Ancilaries,Auto,Minda Corporation Limited
INDRAMEDCO,Hospitals,Healthcare,Indraprastha Medical Corporation Limited
STEL,Finance & Investment,Financial Services,Stel Holdings Limited
TARAPUR,Electrical - Power Equipment,Capital Goods,Tarapur Transformers Limited
MEGASTAR,Food Products,FMCG,Megastar Foods Limited
YESBANK,Private Banks,Financial Services,Yes Bank Limited
SUPRIYA,Pharmaceuticals,Healthcare,Supriya Lifescience Limited
ETERNAL,E- Commerce,Consumer Services,ETERNAL LIMITED
TATACONSUM,Tea & Coffee,FMCG,TATA CONSUMER PRODUCTS LIMITED
HDFCAMC,Asset Management,Financial Services,HDFC Asset Management Company Limited
360ONE,Asset Management,Financial Services,360 ONE WAM LIMITED
GLFL,NBFC,Financial Services,Gujarat Lease Financing Limited
HDFCLIFE,Life Insurance,Financial Services,HDFC Life Insurance Company Limited
DCMSHRIRAM,Chemicals Specialty,Chemicals,DCM Shriram Limited
ASTRAZEN,Medical-Diversified,Healthcare,AstraZeneca Pharma India Limited
BIOCON,Biotechnology,Healthcare,Biocon Limited
IFBIND,Household Appliances,Consumer Durables,IFB Industries Limited
PRIMESECU,Investment Banking & Broking,Financial Services,Prime Securities Limited
JSL,Iron & Steel,Metals & Mining,Jindal Stainless Limited
INTLCONV,Electrical - Power Equipment,Capital Goods,International Conveyors Limited
SHAH,Iron & Steel,Metals & Mining,Shah Metacorp Limited
SAMPANN,Energy-Alternative,Power,Sampann Utpadan India Limited
KINGFA,Chemicals Specialty,Chemicals,Kingfa Science & Technology (India) Limited
MONTECARLO,Textiles,Textiles,Monte Carlo Fashions Limited
MAHLIFE,Real Estate,Realty,Mahindra Lifespace Developers Limited
NARMADA,Agro Products,FMCG,Narmada Agrobase Limited
KRBL,Food Products,FMCG,KRBL Limited
ZUARIIND,Real Estate,Realty,ZUARI INDUSTRIES LIMITED
RPTECH,Electrical Miscallaneous,Capital Goods,Rashi Peripherals Limited
CPEDU,Education Services,Consumer Services,Career Point Edutech Limited
GROWW,Investment Banking & Broking,Financial Services,Billionbrains Garage Ventures Limited
FOSECOIND,Chemicals Specialty,Chemicals,Foseco India Limited
CALSOFT,Software Services,Information Technology,California Software Company Limited
EQUIPPP,Software Services,Information Technology,Equippp Social Impact Technologies Limited
CNL,Computer Hardware,Information Technology,Creative Newtech Limited
ALKEM,Medical-Diversified,Healthcare,Alkem Laboratories Limited
ESCORTS,Industrial Products & Manufacturing,Capital Goods,Escorts Kubota Limited
BBTCL,Packaging,Capital Goods,B&B Triplewall Containers Limited
ARTEMISMED,Hospitals,Healthcare,Artemis Medicare Services Limited
AUSOMENT,Diversified Operations,Diversified,Ausom Enterprise Limited
AUTOAXLES,Auto Ancilaries,Auto,Automotive Axles Limited
ENDURANCE,Auto Ancilaries,Auto,Endurance Technologies Limited
APOLLOTYRE,Tyres & Rubber Products,Auto,Apollo Tyres Limited
PASUPTAC,Textiles,Textiles,Pasupati Acrylon Limited
KESORAMIND,Cement,Construction,Kesoram Industries Limited
NBCC,Civil Construction,Construction,NBCC (India) Limited
MACPOWER,Industrial Products & Manufacturing,Capital Goods,Macpower CNC Machines Limited
PARAS,Aerospace & Defense,Capital Goods,Paras Defence and Space Technologies Limited
NESCO,Real Estate,Realty,Nesco Limited
NRBBEARING,Metal Fabrication,Metals & Mining,NRB Bearing Limited
MANORAMA,Food Products,FMCG,Manorama Industries Limited
TATACOMM,Telecom - Cellular & Fixed line services,Telecommunication,Tata Communications Limited
RNBDENIMS,Textiles,Textiles,R&B Denims Limited
CANHLIFE,Life Insurance,Financial Services,Canara HSBC Life Insurance Company Limited
BAJAJFINSV,Finance & Investment,Financial Services,Bajaj Finserv Limited
COFORGE,Software Services,Information Technology,Coforge Limited
GRANULES,Medical-Diversified,Healthcare,Granules India Limited
HEG,Electrical - Power Equipment,Capital Goods,HEG Limited
DATAPATTNS,Aerospace & Defense,Capital Goods,Data Patterns (India) Limited
BRITANNIA,Food Products,FMCG,Britannia Industries Limited
EIFFL,Food Products,FMCG,Euro India Fresh Foods Limited
AKZOINDIA,Paints,Consumer Durables,Akzo Nobel India Limited
HATSUN,Dairy Products,FMCG,Hatsun Agro Product Limited
JSWSTEEL,Iron & Steel,Metals & Mining,JSW Steel Limited
RAMCOIND,Construction Products Miscallaneous,Construction,Ramco Industries Limited
INDIANHUME,Civil Construction,Construction,Indian Hume Pipe Company Limited
MAHABANK,PSU Banks,Financial Services,Bank of Maharashtra
POLICYBZR,General Insurance,Financial Services,PB Fintech Limited
LEMONTREE,Hotels,Consumer Services,Lemon Tree Hotels Limited
PHOENIXLTD,Real Estate,Realty,The Phoenix Mills Limited
STARHEALTH,General Insurance,Financial Services,Star Health and Allied Insurance Company Limited
SHREDIGCEM,Cement,Construction,Shree Digvijay Cement Co.Ltd
MEP,Real Estate,Realty,MEP Infrastructure Developers Limited
TATASTEEL,Iron & Steel,Metals & Mining,Tata Steel Limited
TOTAL,Logistics,Services,Total Transport Systems Limited
LORDSCHLO,Chemicals Specialty,Chemicals,Lords Chloro Alkali Limited
AETHER,Chemicals Specialty,Chemicals,Aether Industries Limited
HDFCBANK,Private Banks,Financial Services,HDFC Bank Limited
BGLOBAL,Software Services,Information Technology,Bharatiya Global Infomedia Limited
CENTURYPLY,Wood Products,Forest Materials,Century Plyboards (India) Limited
ASIANTILES,Construction Products Miscallaneous,Construction,Asian Granito India Limited
BANARBEADS,Jewellery,Consumer Durables,Banaras Beads Limited
BOSCHLTD,Auto Ancilaries,Auto,Bosch Limited
RAMCOCEM,Cement,Construction,The Ramco Cements Limited
MSPL,Iron & Steel,Metals & Mining,MSP Steel & Power Limited
SGIL,Iron & Steel,Metals & Mining,Synergy Green Industries Limited
INDUSINDBK,Private Banks,Financial Services,IndusInd Bank Limited
KAYA,Personal Care,FMCG,Kaya Limited
JAYBARMARU,Auto Ancilaries,Auto,Jay Bharat Maruti Limited
MSUMI,Electrical - Power Equipment,Capital Goods,Motherson Sumi Wiring India Limited
TATAINVEST,Finance & Investment,Financial Services,Tata Investment Corporation Limited
SRF,Chemicals Specialty,Chemicals,SRF Limited
SEAMECLTD,Ship building & Allied services,Capital Goods,Seamec Limited
SURYODAY,Private Banks,Financial Services,Suryoday Small Finance Bank Limited
MARICO,Personal Care,FMCG,Marico Limited
THOMASCOTT,Apparels,Textiles,Thomas Scott (India) Limited
FLAIR,Stationary,FMCG,Flair Writing Industries Limited
WCIL,Logistics,Services,Western Carriers (India) Limited
VMM,Diversified Retail,Consumer Services,Vishal Mega Mart Limited
ARIHANTCAP,Investment Banking & Broking,Financial Services,Arihant Capital Markets Limited
ARMANFIN,NBFC,Financial Services,Arman Financial Services Limited
GRASIM,Construction Products Miscallaneous,Construction,Grasim Industries Limited
VGL,Textiles,Textiles,Aarvee Denims & Exports Limited
ADOR,Industrial Products & Manufacturing,Capital Goods,Ador Welding Limited
JMFINANCIL,Finance & Investment,Financial Services,JM Financial Limited
PILANIINVS,Finance & Investment,Financial Services,Pilani Investment and Industries Corporation Limited
SBFC,NBFC,Financial Services,SBFC Finance Limited
MPHASIS,Software Services,Information Technology,MphasiS Limited
IPCALAB,Pharmaceuticals,Healthcare,IPCA Laboratories Limited
JBCHEPHARM,Medical-Diversified,Healthcare,JB Chemicals & Pharmaceuticals Limited
INDIGOPNTS,Paints,Consumer Durables,Indigo Paints Limited
INDNIPPON,Auto Ancilaries,Auto,India Nippon Electricals Limited
NIITMTS,Diversified Commercial Services,Services,NIIT Learning Systems Limited
NESTLEIND,Food Products,FMCG,Nestle India Limited
MGEL,Sugar,FMCG,Mangalam Global Enterprise Limited
SUNPHARMA,Pharmaceuticals,Healthcare,Sun Pharmaceutical Industries Limited
TVVISION,TV Broadcasting & Software,Media Entertainment & Publication,TV Vision Limited
BHARTIHEXA,Telecom - Cellular & Fixed line services,Telecommunication,Bharti Hexacom Limited
SANATHAN,Textiles,Textiles,Sanathan Textiles Limited
TRAVELFOOD,Restaurants,Consumer Services,Travel Food Services Limited
SHRINGARMS,Jewellery,Consumer Durables,Shringar House of Mangalsutra Limited
BAJAJ-AUTO,Auto Manufacturers,Auto,Bajaj Auto Limited
ANGELONE,Investment Banking & Broking,Financial Services,Angel One Limited
ICICIPRULI,Life Insurance,Financial Services,ICICI Prudential Life Insurance Company Limited
AHLUCONT,Civil Construction,Construction,Ahluwalia Contracts (India) Limited
AUROPHARMA,Pharmaceuticals,Healthcare,Aurobindo Pharma Limited
DIVISLAB,Pharmaceuticals,Healthcare,Divi's Laboratories Limited
APLAPOLLO,Iron & Steel,Metals & Mining,APL Apollo Tubes Limited
GRAPHITE,Electrical - Power Equipment,Capital Goods,Graphite India Limited
CESC,Power Generation & Distribution,Power,CESC Limited
NMDC,Mining/Minerals,Metals & Mining,NMDC Limited
MOTILALOFS,Investment Banking & Broking,Financial Services,Motilal Oswal Financial Services Limited
PNBHOUSING,Housing Finance,Financial Services,PNB Housing Finance Limited
REPCOHOME,Housing Finance,Financial Services,Repco Home Finance Limited
PREMEXPLN,Chemicals Specialty,Chemicals,Premier Explosives Limited
COASTCORP,Food Products,FMCG,Coastal Corporation Limited
JINDALSTEL,Iron & Steel,Metals & Mining,Jindal Steel & Power Limited
SAIL,Iron & Steel,Metals & Mining,Steel Authority of India Limited
KEI,Cables - Electricals,Capital Goods,KEI Industries Limited
KTKBANK,Private Banks,Financial Services,The Karnataka Bank Limited
JPPOWER,Energy-Alternative,Power,Jaiprakash Power Ventures Limited
INDIASHLTR,Housing Finance,Financial Services,India Shelter Finance Corporation Limited
AADHARHFC,Housing Finance,Financial Services,Aadhar Housing Finance Limited
JPASSOCIAT,Civil Construction,Construction,Jaiprakash Associates Limited
GRAVITA,Mining/Minerals,Metals & Mining,Gravita India Limited
CARERATING,Credit Rating Agencies,Financial Services,CARE Ratings Limited
ICICIGI,General Insurance,Financial Services,ICICI Lombard General Insurance Company Limited
HCLTECH,Software Services,Information Technology,HCL Technologies Limited
ADANIGREEN,Energy-Alternative,Power,Adani Green Energy Limited
BERGEPAINT,Paints,Consumer Durables,Berger Paints (I) Limited
AJMERA,Construction Residential & Commercial,Realty,Ajmera Realty & Infra India Limited
JKCEMENT,Cement,Construction,JK Cement Limited
PPAP,Auto Ancilaries,Auto,PPAP Automotive Limited
NDLVENTURE,Real Estate,Realty,NDL Ventures Limited
SUNDARMFIN,Housing Finance,Financial Services,Sundaram Finance Limited
VISHNU,Chemicals Specialty,Chemicals,Vishnu Chemicals Limited
PKTEA,Tea & Coffee,FMCG,The Peria Karamalai Tea & Produce Company Limited
TOUCHWOOD,Advertising,Media Entertainment & Publication,Touchwood Entertainment Limited
WEL,Household Appliances,Consumer Durables,Wonder Electricals Limited
STEELCAS,Iron & Steel,Metals & Mining,Steelcast Limited
VIMTALABS,Healthcare Research Analytics & Technology,Healthcare,Vimta Labs Limited
EXCEL,Software Services,Information Technology,Excel Realty N Infra Limited
WELSPUNLIV,Textiles,Textiles,Welspun Living Limited
UNITDSPR,Breweries & Distilleries,FMCG,United Spirits Limited
BAJAJINDEF,Industrial Products & Manufacturing,Capital Goods,Indef Manufacturing Limited
OMFREIGHT,Logistics,Services,Om Freight Forwarders Limited
GMRP&UI,Diversified Operations,Diversified,GMR Power and Urban Infra Limited
AVALON,EMS,Capital Goods,Avalon Technologies Limited
DIAMONDYD,Sugar,FMCG,Prataap Snacks Limited
BIL,Leisure Products,Consumer Durables,Bhartiya International Limited
GAEL,Edible Oils & Solvent Extraction,FMCG,Gujarat Ambuja Exports Limited
JIOFIN,Investment Banking & Broking,Financial Services,Jio Financial Services Limited
HERITGFOOD,Dairy Products,FMCG,Heritage Foods Limited
LLOYDSME,Iron & Steel,Metals & Mining,Lloyds Metals And Energy Limited
SBICARD,NBFC,Financial Services,SBI Cards and Payment Services Limited
LTTS,Software Services,Information Technology,L&T Technology Services Limited
LUPIN,Pharmaceuticals,Healthcare,Lupin Limited
RATNAVEER,Iron & Steel,Metals & Mining,Ratnaveer Precision Engineering Limited
INDORAMA,Textiles,Textiles,Indo Rama Synthetics (India) Limited
WELENT,Civil Construction,Construction,Welspun Enterprises Limited
ONEPOINT,Software Services,Information Technology,One Point One Solutions Limited
ZYDUSWELL,Food Products,FMCG,Zydus Wellness Limited
VADILALIND,Sugar,FMCG,Vadilal Industries Limited
AZAD,Iron & Steel,Metals & Mining,Azad Engineering Limited
ATLANTAA,Civil Construction,Construction,ATLANTAA LIMITED
SWIGGY,E- Commerce,Consumer Services,Swiggy Limited
STLNETWORK,Telecom - Cellular & Fixed line services,Telecommunication,STL Networks Limited
MODINATUR,Edible Oils & Solvent Extraction,FMCG,Modi Naturals Limited
CDSL,Financial Services-Specialty,Financial Services,Central Depository Services (India) Limited
CGCL,NBFC,Financial Services,Capri Global Capital Limited
BSOFT,Software Services,Information Technology,BIRLASOFT LIMITED
CUBEXTUB,Mining/Minerals,Metals & Mining,Cubex Tubings Limited
AARVI,Diversified Commercial Services,Services,Aarvi Encon Limited
ARENTERP,Industrial Products & Manufacturing,Capital Goods,Rajdarshan Industries Limited
KICL,Finance & Investment,Financial Services,Kalyani Investment Company Limited
MOLDTECH,Civil Construction,Construction,Mold-Tek Technologies Limited
JUBLPHARMA,Medical-Diversified,Healthcare,Jubilant Pharmova Limited
J&KBANK,Private Banks,Financial Services,The Jammu & Kashmir Bank Limited
ORCHPHARMA,Medical-Diversified,Healthcare,Orchid Pharma Limited
RPGLIFE,Medical-Diversified,Healthcare,RPG Life Sciences Limited
SAFARI,Leisure Products,Consumer Durables,Safari Industries (India) Limited
MARATHON,Real Estate,Realty,Marathon Nextgen Realty Limited
SASTASUNDR,Web Services,Media Entertainment & Publication,Sastasundar Ventures Limited
VOLTAMP,Transformers,Capital Goods,Voltamp Transformers Limited
NAVA,Diversified Operations,Diversified,NAVA LIMITED
TIMKEN,Industrial Products & Manufacturing,Capital Goods,Timken India Limited
GODIGIT,General Insurance,Financial Services,Go Digit General Insurance Limited
AEGISLOG,Logistics,Services,Aegis Logistics Limited
PNGJL,Jewellery,Consumer Durables,P N Gadgil Jewellers Limited
MOSCHIP,EMS,Capital Goods,Moschip Technologies Limited
AEGISVOPAK,Oil & Gas-Integrated,"Oil, Gas & Consumable fuels",Aegis Vopak Terminals Limited
HOMEFIRST,Housing Finance,Financial Services,Home First Finance Company India Limited
DRREDDY,Medical-Diversified,Healthcare,Dr. Reddy's Laboratories Limited
ASTRAMICRO,Aerospace & Defense,Capital Goods,Astra Microwave Products Limited
CONTROLPR,Industrial Products & Manufacturing,Capital Goods,Control Print Limited
FILATEX,Textiles,Textiles,Filatex India Limited
CANTABIL,Textiles,Textiles,Cantabil Retail India Limited
ESSARSHPNG,Ship building & Allied services,Capital Goods,Essar Shipping Limited
FMGOETZE,Auto Ancilaries,Auto,Federal-Mogul Goetze (India) Limited.
KHAICHEM,Agro chemicals,Chemicals,Khaitan Chemicals & Fertilizers Limited
KPIL,Civil Construction,Construction,Kalpataru Projects International Limited
KALYANIFRG,Iron & Steel,Metals & Mining,Kalyani Forge Limited
SCHAEFFLER,Metal Fabrication,Metals & Mining,Schaeffler India Limited
KIMS,Hospitals,Healthcare,Krishna Institute of Medical Sciences Limited
WSI,Electrical - Power Equipment,Capital Goods,W S Industries (I) Limited
SWARAJENG,Auto Ancilaries,Auto,Swaraj Engines Limited
DOLPHIN,Oil & Gas Drilling,"Oil, Gas & Consumable fuels",Dolphin Offshore Enterprises (India) Limited
ORIENTTECH,Software Services,Information Technology,Orient Technologies Limited
XTGLOBAL,Software Services,Information Technology,Xtglobal Infotech Limited
LLOYDSENT,Trading - Metals,Metals & Mining,Lloyds Enterprises Limited
INNOVANA,Consulting Services,Information Technology,Innovana Thinklabs Limited
IVALUE,Software Services,Information Technology,Ivalue Infosolutions Limited
RUBICON,Pharmaceuticals,Healthcare,Rubicon Research Limited
AMBUJACEM,Cement,Construction,Ambuja Cements Limited
DALBHARAT,Cement,Construction,Dalmia Bharat Limited
AGROPHOS,Fertilizers,Chemicals,Agro Phos India Limited
ICICIBANK,Private Banks,Financial Services,ICICI Bank Limited
AJANTPHARM,Pharmaceuticals,Healthcare,Ajanta Pharma Limited
CIPLA,Pharmaceuticals,Healthcare,Cipla Limited
ERIS,Biotechnology,Healthcare,Eris Lifesciences Limited
ARVINDFASN,Textiles,Textiles,Arvind Fashions Limited
PRUDENT,Finance & Investment,Financial Services,Prudent Corporate Advisory Services Limited
RAMKY,Civil Construction,Construction,Ramky Infrastructure Limited
ORBTEXP,Textiles,Textiles,Orbit Exports Limited
MATRIMONY,Web Services,Media Entertainment & Publication,Matrimony.Com Limited
RVHL,Real Estate,Realty,Ravinder Heights Limited
ULTRACEMCO,Cement,Construction,UltraTech Cement Limited
MAHLOG,Logistics,Services,Mahindra Logistics Limited
OBCL,Logistics,Services,Orissa Bengal Carrier Limited
UTTAMSUGAR,Sugar,FMCG,Uttam Sugar Mills Limited
TEXINFRA,Real Estate,Realty,Texmaco Infrastructure & Holdings Limited
SONACOMS,Auto Ancilaries,Auto,Sona BLW Precision Forgings Limited
INOXINDIA,Industrial Products & Manufacturing,Capital Goods,INOX India Limited
MANCREDIT,NBFC,Financial Services,Mangal Credit and Fincorp Limited
SGFIN,Finance & Investment,Financial Services,SG Finserve Limited
LENSKART,E- Commerce,Consumer Services,Lenskart Solutions Limited
AMDIND,Packaging,Capital Goods,AMD Industries Limited
BDL,Aerospace & Defense,Capital Goods,Bharat Dynamics Limited
DIVGIITTS,Auto Ancilaries,Auto,Divgi Torqtransfer Systems Limited
INDBANK,Investment Banking & Broking,Financial Services,Indbank Merchant Banking Services Limited
SEYAIND,Chemicals Specialty,Chemicals,Seya Industries Limited
JBFIND,Textiles,Textiles,JBF Industries Limited
LICI,Life Insurance,Financial Services,Life Insurance Corporation Of India
MELSTAR,Software Services,Information Technology,Melstar Information Technologies Limited
ONGC,Oil Exploration & Production,"Oil, Gas & Consumable fuels",Oil & Natural Gas Corporation Limited
SANGHVIMOV,Industrial Products & Manufacturing,Capital Goods,Sanghvi Movers Limited
RGL,Jewellery,Consumer Durables,Renaissance Global Limited
TECHM,Software Services,Information Technology,Tech Mahindra Limited
JETAIRWAYS,Airlines,Services,Jet Airways (India) Limited
ITI,Telecom - Equipment & Accessories,Telecommunication,ITI Limited
VTL,Textiles,Textiles,Vardhman Textiles Limited
VRLLOG,Logistics,Services,VRL Logistics Limited
TALBROAUTO,Auto Ancilaries,Auto,Talbros Automotive Components Limited
BKMINDST,Packaging,Capital Goods,Bkm Industries Limited
FCONSUMER,Food Products,FMCG,Future Consumer Limited
VISESHINFO,Software Services,Information Technology,Visesh Infotecnics Limited
NTL,Power Generation & Distribution,Power,Neueon Towers Limited
WAAREEENER,Electrical - Power Equipment,Capital Goods,Waaree Energies Limited
ANDHRSUGAR,Chemicals Specialty,Chemicals,The Andhra Sugars Limited
HGM,Software Services,Information Technology,HOV Services Limited
CORDSCABLE,Cables - Electricals,Capital Goods,Cords Cable Industries Limited
APOLLOHOSP,Hospitals,Healthcare,Apollo Hospitals Enterprise Limited
BUTTERFLY,Household Appliances,Consumer Durables,Butterfly Gandhimathi Appliances Limited
HINDWAREAP,Household Appliances,Consumer Durables,Hindware Home Innovation Limited
GSLSU,Construction Products Miscallaneous,Construction,Global Surfaces Limited
HITECHGEAR,Auto Ancilaries,Auto,The Hi-Tech Gears Limited
SANGHIIND,Cement,Construction,Sanghi Industries Limited
BANARISUG,Diversified Operations,Diversified,Bannari Amman Sugars Limited
KIOCL,Iron & Steel,Metals & Mining,KIOCL Limited
GLOBUSSPR,Breweries & Distilleries,FMCG,Globus Spirits Limited
NECLIFE,Pharmaceuticals,Healthcare,Nectar Lifesciences Limited
PFIZER,Medical-Diversified,Healthcare,Pfizer Limited
METROPOLIS,Medical Diagnostics,Healthcare,Metropolis Healthcare Limited
SHAREINDIA,Investment Banking & Broking,Financial Services,Share India Securities Limited
SINDHUTRAD,Logistics,Services,Sindhu Trade Links Limited
ROML,Edible Oils & Solvent Extraction,FMCG,Raj Oil Mills Limited
ONMOBILE,Software Products,Information Technology,OnMobile Global Limited
SICALLOG,Logistics,Services,Sical Logistics Limited
AVANTEL,Aerospace & Defense,Capital Goods,Avantel Limited
GODAVARIB,Chemicals Specialty,Chemicals,Godavari Biorefineries Limited
CRAMC,Asset Management,Financial Services,Canara Robeco Asset Management Company Limited
HUDCO,Housing Finance,Financial Services,Housing & Urban Development Corporation Limited
HPIL,Chemicals Specialty,Chemicals,Hindprakash Industries Limited
GICRE,General Insurance,Financial Services,General Insurance Corporation of India
BIGBLOC,Construction Products Miscallaneous,Construction,Bigbloc Construction Limited
BLISSGVS,Pharmaceuticals,Healthcare,Bliss GVS Pharma Limited
APCOTEXIND,Chemicals Specialty,Chemicals,Apcotex Industries Limited
ELGIEQUIP,Industrial Products & Manufacturing,Capital Goods,Elgi Equipments Limited
FAZE3Q,Home Furnishing,Consumer Durables,Faze Three Limited
GREENLAM,Wood Products,Forest Materials,Greenlam Industries Limited
GROBTEA,Tea & Coffee,FMCG,The Grob Tea Company Limited
GODREJCP,Personal Care,FMCG,Godrej Consumer Products Limited
HNDFDS,Food Products,FMCG,Hindustan Foods Limited
NSIL,Finance & Investment,Financial Services,Nalwa Sons Investments Limited
MEDICAMEQ,Pharmaceuticals,Healthcare,Medicamen Biotech Limited
ORTINGLOBE,Medical-Diversified,Healthcare,ORTIN GLOBAL LIMITED
SCPL,Food Products,FMCG,Sheetal Cool Products Limited
UNITEDTEA,Tea & Coffee,FMCG,The United Nilgiri Tea Estates Company Limited
SUPRAJIT,Auto Ancilaries,Auto,Suprajit Engineering Limited
STLTECH,Computer-Networking,Information Technology,Sterlite Technologies Limited
IRMENERGY,Gas Distribution,"Oil, Gas & Consumable fuels",IRM Energy Limited
ASKAUTOLTD,Auto Ancilaries,Auto,ASK Automotive Limited
DDEVPLSTIK,Chemicals-Plastics,Chemicals,Ddev Plastiks Industries Limited
HSCL,Chemicals Specialty,Chemicals,Himadri Speciality Chemical Limited
BURNPUR,Cement,Construction,Burnpur Cement Limited
EQUITASBNK,Private Banks,Financial Services,Equitas Small Finance Bank Limited
EIHOTEL,Hotels,Consumer Services,EIH Limited
MANGLMCEM,Cement,Construction,Mangalam Cement Limited
NSLNISP,Mining/Minerals,Metals & Mining,NMDC Steel Limited
SECURKLOUD,Software Services,Information Technology,SECUREKLOUD TECHNOLOGIES LIMITED
RAMRAT,Electrical - Power Equipment,Capital Goods,Ram Ratna Wires Limited
MANAKSTEEL,Iron & Steel,Metals & Mining,Manaksia Steels Limited
NGLFINE,Medical-Diversified,Healthcare,NGL Fine-Chem Limited
MHLXMIRU,Textiles,Textiles,Mahalaxmi Rubtech Limited
MEDPLUS,Pharmaceuticals,Healthcare,Medplus Health Services Limited
RAJESHEXPO,Jewellery,Consumer Durables,Rajesh Exports Limited
IMPAL,Auto Ancilaries,Auto,India Motor Parts and Accessories Limited
SIEMENS,Diversified Operations,Diversified,Siemens Limited
SUNFLAG,Iron & Steel,Metals & Mining,Sunflag Iron And Steel Company Limited
SOLARA,Medical-Diversified,Healthcare,Solara Active Pharma Sciences Limited
CCCL,Civil Construction,Construction,Consolidated Construction Consortium Limited
SECMARK,Software Services,Information Technology,SecMark Consultancy Limited
HEXT,Software Services,Information Technology,Hexaware Technologies Limited
TATACAP,Finance & Investment,Financial Services,Tata Capital Limited
UTLSOLAR,Electrical - Power Equipment,Capital Goods,Fujiyama Power Systems Limited
PAUSHAKLTD,Chemicals Specialty,Chemicals,Paushak Limited
ABSLAMC,Asset Management,Financial Services,Aditya Birla Sun Life AMC Limited
FINOPB,PSU Banks,Financial Services,Fino Payments Bank Limited
ENGINERSIN,Diversified Commercial Services,Services,Engineers India Limited
ICIL,Textiles,Textiles,Indo Count Industries Limited
ANANTRAJ,Real Estate,Realty,Anant Raj Limited
GTECJAINX,Education Services,Consumer Services,G-TEC JAINX EDUCATION LIMITED
HTMEDIA,Print Media,Media Entertainment & Publication,HT Media Limited
PIDILITIND,Chemicals Specialty,Chemicals,Pidilite Industries Limited
SARDAEN,Iron & Steel,Metals & Mining,Sarda Energy & Minerals Limited
INFY,Software Services,Information Technology,Infosys Limited
MAPMYINDIA,Software Services,Information Technology,C.E. Info Systems Limited
LMW,Industrial Products & Manufacturing,Capital Goods,LMW Limited
PYRAMID,Chemicals-Plastics,Chemicals,Pyramid Technoplast Limited
NAVNETEDUL,Print Media,Media Entertainment & Publication,Navneet Education Limited
WIPRO,Software Services,Information Technology,Wipro Limited
NLCINDIA,Power Generation & Distribution,Power,NLC India Limited
SIGIND,Chemicals Specialty,Chemicals,Signet Industries Limited
TATAPOWER,Power Generation & Distribution,Power,Tata Power Company Limited
UFO,Film Production & Distribution,Media Entertainment & Publication,UFO Moviez India Limited
BALUFORGE,Industrial Products & Manufacturing,Capital Goods,Balu Forge Industries Limited
IKS,Software Services,Information Technology,Inventurus Knowledge Solutions Limited
ORCHASP,Software Services,Information Technology,Orchasp Limited
ICRA,Credit Rating Agencies,Financial Services,ICRA Limited
CSLFINANCE,Financial Services-Specialty,Financial Services,CSL Finance Limited
BCG,Advertising,Media Entertainment & Publication,Brightcom Group Limited
AMRUTANJAN,Pharmaceuticals,Healthcare,Amrutanjan Health Care Limited
AARON,Industrial Products & Manufacturing,Capital Goods,Aaron Industries Limited
BORORENEW,Glass,Capital Goods,BOROSIL RENEWABLES LIMITED
COALINDIA,Coal Products,"Oil, Gas & Consumable fuels",Coal India Limited
HAL,Aerospace & Defense,Capital Goods,Hindustan Aeronautics Limited
GOKEX,Textiles,Textiles,Gokaldas Exports Limited
BIKAJI,Food Products,FMCG,Bikaji Foods International Limited
AMBER,EMS,Capital Goods,Amber Enterprises India Limited
MANORG,Agro chemicals,Chemicals,Mangalam Organics Limited
JKPAPER,Paper & Paper Products,Forest Materials,JK Paper Limited
PAISALO,NBFC,Financial Services,Paisalo Digital Limited
OIL,Oil Exploration & Production,"Oil, Gas & Consumable fuels",Oil India Limited
SPANDANA,NBFC,Financial Services,Spandana Sphoorty Financial Limited
SOLARINDS,Chemicals Specialty,Chemicals,Solar Industries India Limited
KALAMANDIR,Textiles,Textiles,Sai Silks (Kalamandir) Limited
LANCORHOL,Real Estate,Realty,Lancor Holdings Limited
